author,bookformat,desc,genre,img,isbn,isbn13,pages,rating,reviews,title,totalratings,rating_norm,reviews_norm,totalratings_norm,pages_norm
Bryan Gaensler,Paperback,"A top astronomer explores the universe through the lens of its most jaw-dropping extremes. ,The universe is all about extremes, and in this engaging and thought-provoking book, astronomer Bryan Gaensler gives a whirlwind tour of the galaxies, with an emphasis on its fastest, hottest, heaviest, brightest, oldest, densest, and even loudest elements. From supernova explosions a billion times brighter than the sun to an asteroid the size of a beach ball, Extreme Cosmos offers a fascinating, fresh, and informed perspective of the remarkable richness of the universe, and the incredible physics that modern astronomy has revealed.","Science,Science,Astronomy,Nonfiction,Science,Physics,Science,Popular Science",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341225022l/12309358.jpg,,B0073XV1QO,256,4.16,16,"Extreme Cosmos: A Guided Tour of the Fastest, Brightest, Hottest, Heaviest,Oldest, and Most Amazing Aspects of Our Universe",113,0.8320000000000001,0.00010077089736484103,2.9586372045748384e-05,0.003657142857142857
Maarten 't Hart,Paperback,"Toen Maarten 't Hart acht jaar oud was, hoorde hij 'Wohl mir, dass ich Jesum habe' uit cantate 147 in de befaamde pianobewerking van Myra Hess. Het was het mooiste wat hij ooit gehoord had, en sindsdien is hij een hartstochtelijk bewonderaar van Johann Sebastian Bach. Bach is zijn oudste, diepste, grootste liefde. Zelfs Mozart die hij toch ook onvoorwaardelijk bewondert, neemt in zijn hart niet zo'n grote plaats in als Bach. Dat is ook te danken aan het feit dat hij zich iedere dag aan de piano laaft aan de springlevende geest van dit onvergankelijke genie. In dit boek bespreekt hij een aantal biografische onduidelijkheden in het leven van Bach, probeert hij aan te tonen dat Bach rond 1730 in een crisis geraakte vanwege huishoudelijke omstandigheden, geeft hij zijn visie op de cantates, de concerten, het Wohltemperierte Klavier, de andere klaviermuziek, de MatthÃ¤uspassion, de kamermuziek, en op de omvangrijke literatuur over het fenomeen Bach.","Music,Nonfiction,Art,Biography",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312732422l/12316232.jpg,9029521872,5.03E+12,199,3.22,12,Johann Sebastian Bach,87,0.6440000000000001,7.557817302363077e-05,2.2778888212213358e-05,0.0028428571428571426
Walter Irwin,Paperback,"From The Best of TrekÂ® #1 through #10, the top-rated articles and investigations that have become Trek classics.,Here, brought together to create this big, history-making volume, are the most intriguing, informative, and revealing contribution of the first ten The Best of TrekÂ® collections. Selected by editors Walter Irwin and G.B. Love, these not-to-be missed writings are by fans and experts alike â€” speculations, histories, analyses, opinions, and ongoing Trek experiences that expand our understanding of why Star Trek has captured the imagination and hearts of millions. They also reveal why Star trek characters, episodes, and most especially Star Trek ideas have grown from cherished science fiction into a force powerful enough to shape our tomorrows, both at home and on the frontiers of space. For Star Trek principles of love, equality, courage, and honor can only enhance and enrich man's future.","Media Tie In,Star Trek,Science Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352029174l/12378884.jpg,,4.51E+11,370,3.55,0,The Best of the Best of Trek: The First Mega Collection,11,0.71,0.0,2.8800893141878958e-06,0.005285714285714286
Ernesto de Sousa,Hardcover,Unknown,Travel,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382175787l/12415058.jpg,,978Â­98967109,144,3.43,4,Cartas do meu Magrebe,30,0.686,2.5192724341210258e-05,7.854789038694262e-06,0.002057142857142857
Ù…Ø­Ù…Ø¯ Ø±Ø§Ø³Ø® Ù…Ù‡Ù†Ø¯,Paperback,Unknown,"Humanities,Linguistics",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1314126549l/12417107.jpg,,Ù£Ù¥Ù¥Ù Ù¥Ù£,164,3.31,1,Ø¯Ø±Ø¢Ù…Ø¯ÛŒ Ø¨Ø± Ø²Ø¨Ø§Ù† Ø´Ù†Ø§Ø³ÛŒ Ø´Ù†Ø§Ø®ØªÛŒ: Ù†Ø¸Ø±ÙŠÙ‡â€ŒÙ‡Ø§ Ùˆ Ù…ÙØ§Ù‡ÙŠÙ…,13,0.662,6.298181085302564e-06,3.403741916767513e-06,0.0023428571428571426
Cheryl Dragon,ebook,"Being secretly in love with your brotherâ€™s boyfriend's sister is problematic enoughâ€¦but when Hamilton Meriwether is caught at a sex party by that same beautiful woman, he's got some explaining to do.,Lolly Martinez grew up sheltered, but being an EMT and working with the brave firemen of Lucky Springs gets her away from her overprotective family. Wanting Ham was nothing new, but suddenly, she has a chance to act on all her fantasies with him and a couple other volunteers Lolly thought were just friends who haunted her naughty dreams. The three hot firemen want her body tied to the fire pole and a lot more. But deep feelings and family pressure complicate the fun for the quad. Risking their lives for each other has always been part of the jobs, but now it's their hearts on the line and that might be the most dangerous situation of all.","Erotica,Menage,Adult Fiction,Erotica,Menage,M M F,Romance,Romance,Contemporary Romance",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1314280064l/12433421.jpg,,3.53E+12,73,3.73,4,Red Hot Party,77,0.746,2.5192724341210258e-05,2.0160625199315272e-05,0.001042857142857143
Chantal Maillard,,"Husos es una teorÃ­a de la mente que se construye con el material de la propia vida; una topografÃ­a de los espacios mentales en los que se ubican las emociones y los estados de Ã¡nimo, reducidos a connotaciones sintomÃ¡ticas de imÃ¡genes mÃ¡s o menos perdurables. El observador, ya presente en los Diarios indios, aquÃ­, en una vuelta de tuerca mÃ¡s, va elaborando el mÃ©todo. Un mÃ©todo para ver, para controlar, sus fisuras. Sus sedimentos, tambiÃ©n: el magma de la memoria y, por supuesto, sus fluctuaciones. Su voz es la de una conciencia que atienda a sus propias idas y venidas, una voz entrecortada por la inmediatez de la experiencia y la voluntad de hacerla aparecer en la escritura. Es Ã©sta una escritura cada vez mÃ¡s resistente a plegarse a las formas convenidas, extraÃ±ada del lastre que arrastran sus conceptos, obligada a desactivarlos hasta el balbuceo. Sin embargo, es tambiÃ©n, para el observador, la Ãºnica herramienta, la que trazando puentes entre los husos, haciÃ©ndolos porosos, le salva de quedar atrapado en cualquiera de ellos y le permite situarse en un lugar de neutralidad donde la actividad de la mente, ese haz de husos tensos, queda suspendida. O Â¿serÃ¡ Ã©sta otra ilusiÃ³n? â€œÂ¿CuÃ¡l es el huso del observador?â€, pregunta el observador.,En el sistema de resonancias que se establece entre la voz principal y las Notas al margen, y en la infracciÃ³n de sus lÃ­mites, que son tambiÃ©n los del lenguaje y sus gÃ©neros, se desenvuelve la pregunta. Ese espacio de reconocimiento es la razÃ³n de ser de una escritura que, mÃ¡s allÃ¡ del vÃ©rtigo, se expone y da cuenta de sÃ­ misma. La teorÃ­a del conocimiento acaba siendo, a la postre, una novedosa indagaciÃ³n sobre los lÃ­mites del lenguaje.","Poetry,European Literature,Spanish Literature",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1314362401l/12442422.jpg,,8.48E+12,100,4.36,0,Husos,22,0.8720000000000001,0.0,5.7601786283757916e-06,0.0014285714285714286
Franklin Graham,Paperback,"Before offering a prayer at the inauguration of President George W. Bush, Franklin Graham was asked by a fellow participant if he intended to pray in the name of Jesus Christ. Graham assured him that he would and encouraged this pastor to do the same. As Graham reminded him, ""That's the only thing we've got.""In days of religious confusion and cultural relativism, Franklin Graham reminds us that there are absolutes in the kingdom of God. ,The Name, explains the significance of names in the Hebrew culture, centering on the meaningfulness of the name ,Jesus., Chapters focus on the different aspects of power in the Lord's name, such as ""Healing in the Name"" and ""Salvation in the Name.""","Christian,Christian,Christian Living,Religion,Christianity,Nonfiction,Religion,Spirituality,Religion,Faith,Christian,Christian Non Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380856172l/1249638.jpg,785260803,20049055601,242,4.02,17,The Name,206,0.8039999999999999,0.0001070690784501436,5.3936218065700595e-05,0.003457142857142857
Ellen P. Kiley,Paperback,"Anatole, holy madman among vampires, has come to Paris to preach the word of God to the Damned. But he is not alone--the fanatics of the Cainite Heresy have descended on the city and claim that Caine himself walks among them. A battle ensues for the hearts and souls of the vampires displaced from Constantinople earlier in the brink of religious warfare, Anatole faces not only his fellow vampires, but the fires of the Inquisition.","Role Playing Games,World Of Darkness,Paranormal,Vampires,Fantasy,Horror,Fiction,Fantasy,Urban Fantasy",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356389559l/1263678.jpg,1588468313,99379112117,243,3.77,4,Dark Ages: Malkavian,64,0.754,2.5192724341210258e-05,1.6756883282547757e-05,0.0034714285714285715
David R. Michael,Paperback,"This text details the process of designing, developing and self-publishing games for the PC. Whether you are a programmer, an artist or sound engineer, this book teaches how to lead an independent game project, explaining how to take a game idea from design through to publication on the Internet.",Unknown,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392443203l/1264863.jpg,1584502142,6.20E+11,384,3.52,0,Indie Game Development Survival Guide,23,0.7040000000000001,0.0,6.022004929665601e-06,0.005485714285714286
Lucian Blaga,,"â€žCei vechi intelegeau prin cuvantul Â«eoniÂ» perioade istorice lungi, timpuri universale. Â«EonÂ» inseamna pentru noi o noua lume spirituala de lunga durata. Perioadele eonice se caracterizeaza printr-o crestere enorma a constiintei, ele sunt mai degajate de mediul cronospatial.â€œ (Lucian Blaga)","Philosophy,European Literature,Romanian Literature",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316613090l/12684944.jpg,,5.95E+12,192,4.24,1,Eonul dogmatic,49,0.8480000000000001,6.298181085302564e-06,1.2829488763200626e-05,0.002742857142857143
Leah Rewolinski,Paperback,"Fresh from their victory over the dreaded Cellulites, Captain Jean-Luc Ricardo, Captain James T. Smirk, and their plucky crew aboard the U.S.S. Endocrine look forward to relaxing when suddenly, before one can say, ""Beam me up"", the Jargonites are positioned to attack Earth. An unauthorized, unendorsed, unofficial, and unintelligent parody.","Media Tie In,Star Trek,Science Fiction,Humor,Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387734224l/1269666.jpg,312927371,44903003997,245,3.42,7,Star Wreck II: The Attack of the Jargonites,89,0.684,4.408726759711795e-05,2.3302540814792975e-05,0.0035
Hafid Bouazza,Paperback,Unknown,"European Literature,Dutch Literature",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317331932l/12754124.jpg,,9080509752,96,0.0,0,De geur van ieder najaar,0,0.0,0.0,0.0,0.0013714285714285714
Carolina MichaÃ«lis de Vasconcelos,Paperback,Unknown,Unknown,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1449935789l/12768677._SY475_.jpg,,9726653975,154,4.25,1,A saudade portuguesa,4,0.8500000000000001,6.298181085302564e-06,1.0473052051592348e-06,0.0022
"Nancy Holyoke,Bonnie Timmons",Paperback,"Like the Care and Keeping of You, this book will help girls and parents start important conversations when the whole class is abuzz with ""Who Likes Who"" fever. Unlike the teen titles on the market that focus on dating and romance, this book addresses a girl's very first forays into the ""boy/girl world"" and gives her wise, warm advice. Help! letters from girls--collected from our AmericanGirl magazine files--and quizzes are included, too.","Nonfiction,Childrens,Middle Grade,Childrens,Reference,Guides,Self Help,Reference,Parenting,Education,Childrens,Juvenile",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390064075l/127722.jpg,1584853689,7.23E+11,112,3.91,44,"A Smart Girl's Guide to Boys: Surviving Crushes, Staying True to Yourself & Other Stuff",538,0.782,0.00027711996775331286,0.0001408625500939171,0.0015999999999999999
Nick Kyme,Hardcover,"The Black Library Games Day Anthology 2011/12 is a collection of six short stories. Taken from the worlds of Warhammer, Warhammer 40,000, the Horus Heresy and the Time of Legends, these tales encompass scheming skaven, treacherous dark eldar, noble warrior priests and brave Space Marines, and tie into Black Library series old and new. A handsome hardcover volume, the Games Day Anthology is strictly limited to 3,000 copies worldwide. It contains the following stories:,Death of a Silversmith by Graham McNeill,A Remembrancer remembers... As he lies dying on the deck of the Warmasterâ€™s flagship, a silversmith reflects on his life, his art and his time in the Emperorâ€™s service.,The March of Doom by Chris Wraight,Luthor Huss, warrior priest of Sigmar, and his band of zealots and flagellants fight to save a small town from the monstrous beastmen of the Drakwald forest.,The Curse of Shaa-Dom by Gav Thorpe,Returning a Chaos-tainted artefact to the halls of Shaa-Dom, White SeerElemenath and his crew of outcasts face temptation and treachery.,The Treasures of Biel-Tanigh by Andy Chambers,A pair of dark eldar twins infiltrate an ancient and heavily guarded fortress in search of a treasure for their master, a dangerous artefact that could spell their doom.,Plague Priest by C. L. Werner,As skaven Clan Filch plots to deliver a deadly plague to the lands of men, one of the ratmen discovers a counterplot that puts him and his clan in deadly peril.,Emperorâ€™s Deliverance by Nick Kyme,On Armageddon, Sister Athena tends to the wounded and traumatised. But a conflict with Space Marines of the Marines Malevolent shows Athena that not all of the planetâ€™s defenders believe in the Emperorâ€™s Deliverance.","40k,Fantasy,Science Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317821799l/12801829.jpg,,5.01E+12,128,3.48,1,Games Day Anthology 2011,23,0.6960000000000001,6.298181085302564e-06,6.022004929665601e-06,0.0018285714285714285
